category,element,variable,statistic,unit,year,value
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2075,1.6869829127999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2076,1.6775739862
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2077,1.6698991564
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2078,1.6628394912
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2079,1.657045066
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2080,1.6511931528
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2081,1.6462054718
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2082,1.6398256134
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2083,1.629862172
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2084,1.6189786882
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2085,1.6091976862
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2086,1.598797777
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2087,1.5891591864
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2088,1.5788249876
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2089,1.5706980174
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2090,1.5678983716
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2091,1.5646119906
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2092,1.55974985
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2093,1.5552222208
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2094,1.5467680392
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2095,1.5362105391999998
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2096,1.526363625
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2097,1.5153924178
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2098,1.5076127274
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2099,1.4996003534
C2,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2100,1.490781691
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2015,1.115524767
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2016,1.1331557
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2017,1.15409529
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2018,1.174406204
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2019,1.196936014
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2020,1.223558072
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2021,1.255623522
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2022,1.291789962
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2023,1.325947254
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2024,1.354071847
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2025,1.377925768
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2026,1.399272014
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2027,1.417906749
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2028,1.435664864
C3,line,Surface Temperature (GSAT) relative to 1850-1900,Median across scenarios in the category of MAGICC7 median warming projections,K,2029,1.454168179
